study_id,deduplication_status,citation_screening_status,fulltext_screening_status,data_extraction_screening_status,data_source_type,data_source_name,data_source_url,citation_title,citation_abstract,citation_authors,citation_journal_name,citation_journal_volume,citation_pub_year,citation_keywords,fulltext_filename,fulltext_exclude_reasons
197531,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Effects of perennial fodder crops on soil structure in agricultural headlands,"In agricultural headlands, rooting and yield of crops may be limited because of soil-structure changes as a consequence of multiple passes Of turning machinery We hypothesized that perennial forage crops can substantially alter soil structure in agricultural headlands. On one experimental field and two commercial farms on Haplic Luvisols from respectively loess and sandy loess in the Lower Rhine Bay (Germany), we investigated how 4 y of continuously grown grass/clover or alfalfa affected soil structure and the performance of subsequent spring wheat Compared with a crop rotation with annual plowing to 30 cm soil depth, perennial forage crops led to increased soil C content (+1 3% to +22 8%) and N content (+4 2% to +15.1%), higher densities of medium and coarse biopores at a depth of 35 cm, more large water-stable soil macro-aggregates, higher biomass and abundance of anecic earthworms, and higher grain yield and grain protein content of spring wheat grown as the following crop Root-length density of spring wheat in the subsoil was not affected by the preceding perennial fodder crops in two of the three field trials We concluded that besides increasing N input to the soil, perennial cropping of grass/clover or alfalfa has effects on soil structure that may substantially reduce yield losses in agricultural headlands","Kautz, Timo; Koepke, Ulrich; Kosters, Raimund; Stumm, Christoph",,173,2010,,,
197532,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,"Long-term Effects of Organic Waste Fertilizers on Soil Structure, Tracer Transport, and Leaching of Colloids","Organic waste fertilizers have previously been observed to significantly affect soil organic carbon (SOC) content and soil structure. However, the effect of organic waste fertilizers on colloid dispersibility and leaching of colloids from topsoil has not yet been studied extensively. We investigated how the repeated application of different types of agricultural (liquid cattle slurry and solid cattle manure) and urban waste fertilizers (sewage sludge and composted organic household waste) affected soil physical properties, colloid dispersion from aggregates, tracer transport, and colloid leaching from intact soil cores. Total porosity was positively correlated with SOC content. Yearly applications of sewage sludge increased absolute microporosity (pores <30 mu m) and decreased relative macroporosity (pores >30 mu m) compared with the unfertilized control, whereas organic household waste compost fertilization increased both total porosity and the absolute porosity in all pore size classes (though not significant for 100-600 mu m). Treatments receiving large amounts of organic fertilizers exhibited significantly lower levels of dispersible colloids compared with an unfertilized control and a treatment that had received moderate applications of cattle slurry. The content of water-dispersible colloids could not be explained by a single factor, but differences in SOC content, electrical conductivity, and sodium adsorption ratio were important factors. Moreover, we found that the fertilizer treatments did not significantly affect the solute transport properties of the topsoil. Finally, we found that the leaching of soil colloids was significantly decreased in treatments that had received large amounts of organic waste fertilizers, and we ascribe this primarily to treatment-induced differences in effluent electrical conductivity during leaching.","Kjaergaard, Charlotte; Lekfeldt, Jonas Duus Stevens; Magid, Jakob",,46,2017,,,
197534,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Aggregate strength in calcareous soil fertilized with pig slurries,"Effects of applications of pig slurry on soil aggregate stability are not well understood in dryland agriculture. This research aims to (i) identify aggregate stability tests that give a reliable description of the soil's behaviour when pig slurry (PS) is applied to calcareous soil and (ii) interpret them in terms of chemical, biological, morphological and physical soil properties for soil quality assessments. Soil samples from eight fertilizer treatments (mineral fertilizers and PS), applied over seven growing seasons were analysed. We applied five methodologies to examine different mechanisms of aggregate breakdown. Porosity was characterized by image analyses. There was minimum resistance to the mechanical breakdown of aggregates when slurries had been applied 12 months before analysis. Recent applications of slurry (3 months before the analysis) improved resistance to implosion caused by the penetration of water into dry aggregates (slaking), although the opposite result can occur if the method of evaluation is not chosen properly. Recent applications of PS also enhanced soil respiration and increased soil porosity in the 25-100-mu m size range (packing pores between aggregates) and in the 100-400-mu m size range (interaggregate or faunal pores). In dryland systems and in the winter cereal cropping season, the resistance of dry aggregates to slaking is improved temporarily if PS is applied at N rates equivalent to around 1.7 MgOM ha(-1) year(-1).","Boixadera, J.; Bosch-Serra, A. D.; Junyent, B.; Molner, M.; Poch, R. M.; Yague, M. R.",,68,2017,,,
197535,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,"The effects of land use/land cover change and demographic processes (1950-2008) on soil properties in the Gokcay catchment, Turkey","The objective of this study was to analyse the effects of land use/land cover change (1955 - 2008) and migration (1950 - 2008) on the hydrological processes and soil physical properties in the Gokcay river catchment. The study area is located in Cankiri province, Ilgaz district, and Gokcay river catchment (41 degrees 04'N, 40 degrees 55'E). The necessary data were obtained from forest stand maps (1955 and 2008) and evaluated with geographic information system in order to introduce the effect of this land use/land cover change on soil properties and to assess the patterns during a 53-years period. The largest change has been in the forest openings. The forest has decreased from 25 to 7%. These areas have been used as forest, agricultural and settlement areas. Five sites were sampled in an unchanged forest, cultivated areas, natural rangeland, and sites that were changed from cultivated area to rangeland 10 and 50 years ago. Bulk density, hydraulic conductivity, water stable aggregates, soil organic matter and total nitrogen decreased in cultivated soil as compared to the forest soil. The soil properties of the permanent rangelands and of the cultivated field, converted to rangelands 10 and 50 years ago, were similar. The result showed that it is important to understand effects of spatial and temporal changes of land use/land cover and demographic structure their effects on landscape pattern and soil properties to dis-close the implications for land use planning and management.","Cakir, M.; Edis, S.; Gol, C.; Yilmaz, H.",,5,2010,,,
197538,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Effects of single sewage sludge application on soil phytoremediation,"In European Union countries, disposal sewage sludge on agricultural lands is restricted by directives. Large-area degradation of surface soils in Europe is a major challenge to maintain and remediate due to their size and geomorphology, different historical uses and current biogeochemical conditions. These sites are often degraded with a mixture of contaminants mostly lacking a biologically active topsoil. The use of sewage sludge to restore such sites with soil organic matter and stabile plant cover have for long been explored, but the application is restricted by the chemical quality of the sewage sludge. Hence we designed a study to investigate the effect of a one-time amendment of a low-metal contaminated sewage sludge on a barren and contaminated soil to immobilize harmful trace metals and obtain sustainable plant cover. The present study was aimed to create plant cover on a barren soil by a single application of sewage sludge through the process of phytostabilization. The field experiment was conducted in the contaminated area near a zinc smelter with high metal concentration (cadmium, zinc, lead) and poor soil fertility. A single application of sewage sludge from food industry was made and forest species of Scots pine (Pinus silvestris L), Norway spruce (Picea abies L) and oak (Quercus robur L) were used for phytoremediation. It was found that single application of sewage sludge was beneficial for development of plant cover and after a five years a significant increase in the biomass of trees (mainly spruce and pine) was achieved. Moreover, in the amended plots, the growth of various species of grasses, dicotyledonous plants, and spontaneous growth of birch was also observed. On control plots with no sewage sludge application, the planted trees gradually withered away during the same period. Sewage sludge from food industry provided plant nutrients effectively utilized by the plants. Its application also increased the water holding capacity in the test plots due to it contribution to soil organic matter. Compared to the control plots, the content of macroelements and carbon in soil was still higher at the end of the 5 year study. The high content of bioavailable macroelements in sewage sludge, poses a potential threat to their leaching and run-off into groundwater, contributing to the emergence of eutrophication of water bodies. However, the results of the experiments showed that the gradual release of macronutrients from sewage sludge were fully used by plants to stimulate their growth and development. The content of cadmium, zinc and lead in plant biomass was much lower compared to untreated plants. Also for treated plants the heavy metals were mainly accumulated in roots. The data from this field trial provided results supporting the use of high quality sewage sludge amendment for remediation of contaminated and barren soils, and large scale trials should be followed up on various degraded soil types. (C) 2016 Elsevier Ltd. All rights reserved.","Almas, Asgeir R.; Grobelak, A.; Grosser, A.; Kacprzak, M.; Napora, A.; Placek, A.; Singh, Bal Ram",,155,2017,,,
197539,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,ROTATION IN CONSERVATION AGRICULTURE SYSTEMS OF ZAMBIA: EFFECTS ON SOIL QUALITY AND WATER RELATIONS,"Conservation agriculture (CA) systems are based on minimal soil disturbance, crop residue retention and crop rotation. Although the capacity of rotations to break pest and disease cycles is generally recognized, other benefits of crop rotations in CA systems are seldom acknowledged and little understood. We monitored different conventional and CA cropping systems over the period from 2005 to 2009 in a multi-seasonal trial in Monze, southern Zambia. Both monocropped maize and different maize rotations including cotton and the green manure cover crop sunnhemp (Crotalaria juncea) were compared under CA conditions, with the aim of elucidating the effects of crop rotations on soil quality soil moisture relations and maize productivity. Infiltration, a sensitive indicator of soil quality, was significantly lower on conventionally ploughed plots in all cropping seasons compared to CA plots. Higher water infiltration rate led to greater soil moisture content in CA maize treatments seeded alter cotton. Earthworm populations, total carbon and aggregate stability were also significantly higher on CA plots. improvements in soil quality resulted in higher rainfall use efficiency and higher maize grain yield on CA plots especially those in a two- or three-year rotation. lit the 2007/08 and 2008/2009 season, highest yields were obtained from direct-seeded maize after sunnhemp, which yielded 74% and 136% more than maize in the conventionally ploughed control treatment with a continuous maize crop. Even in a two-year rotation (maize-cotton), without a legume green manure cover crop, 47% and 38% higher maize yields were recorded compared to maize in the conventionally ploughed control in the two years, respectively This suggests that there are positive effects from crop rotations even in the absence of disease and pest problems. The overall profitability of each system will, however, depend on markets and prices, which will guide the farmer's decision on which, Wally, rotation to choose,","Thierfelder, C.; Wall, P. C.",,46,2010,,,
197541,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Effect of land-use history on the potential for carbon sequestration in an Alfisol,"The potential of agricultural soils to sequester soil organic carbon (SOC) is affected by changes in the capacity of the mineral matrix to hold and protect SOC that are brought about by agriculture. It is well established that microaggregates provide much of the capacity of soils to protect SOC. In this study, a loss of the capacity of soils to sequester SOC following agriculture was established by comparing samples of an Alfisol, in (1) its virgin condition, (2) following relatively light treatments for agriculture, (3) following conventional cultivation for similar to 120 years, and (4) after 18 years under zero tillage following similar to 100 years under conventional cultivation. It appears that material has been lost from clay and silt fractions relative to sand-size material. Microaggregates in all of the cultivated soils studied were less stable to the `chemical hammer' of osmotic pressure than those in the virgin soil. The introduction of no-till methods did not restore the stability of microaggregates over a period of 18 years following similar to 100 years of conventional cultivation. Pore size distributions from mercury intrusion showed that cultivation always led to a decrease of pore volume in the range of pores between 0.03 and 100 mu m. Transmission electron microscopy showed that a large proportion of microaggregates, previously composed of clay and silt-sized particles, had disintegrated as a result of conventional soil management over the long-term. Surface analysis by scanning electron microscopy and photoacoustic infrared spectroscopy both showed that intimate associations between fine and coarse material have been broken down by intensive soil management practices. The effects on particle size distributions by chemical disruption with either or both hydrogen peroxide and acid ammonium oxalate, and also with alkaline sodium hexametaphosphate, suggested that microaggregates are stabilised by a combination of organic matter, poorly ordered minerals and clay self-associations, regardless of the agricultural history of the soils. Microaggregates appear to be broken down by agriculture through the loss of any of these aggregating agents. The capacity of soils to form microaggregates will also be affected by loss of soil. It appears that both soil, as a whole, and also clay- and silt-size material, selectively, has been lost through wind erosion following prolonged cultivation. Agriculture has led to a decrease in the capacity of the Alfisol to resequester SOC that is effectively irreversible by farming practices. Even so, the resilience of the soil appeared to be improved by changes in farming practices. (C) 2010 Elsevier B.V. All rights reserved.","Churchman, G. J.; D'Acqui, L. P.; Foster, R. C.; Janik, L. J.; Merry, R. H.; Skjemstad, J. O.; Weissmann, D. A.",,109,2010,,,
197545,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Soil aggregation and carbon and nitrogen stabilization in relation to residue and manure application in rice-wheat systems in northwest India,"Soil organic matter (SOM), besides influencing carbon (C) transfer between soils and atmosphere, impacts soil functional ability and its response to environmental and anthropogenic influences. We studied the impact of continuous application of rice straw and farmyard manure (FYM) either alone or in conjunction with inorganic fertilizers on aggregate stability and distribution of C and nitrogen (N) in different aggregate fractions after 7 years of rice-wheat cropping on a sandy loam soil. Macroaggregates (>0.25 mm) constituted 32.5-54.5% of total water stable aggregates (WSA) and were linearly related (R(2) = 0.69) to soil organic carbon content. The addition of rice straw and FYM significantly (P < 0.05) improved the formation of macroaggregates with a concomitant decrease in the proportion of microaggregates at all the three sampling depths (0-5, 5-10 and 10-15 cm). Macroaggregates had higher C and N density as compared to microaggregates. Application of rice straw and FYM improved C and N density in different aggregate sizes and the improvement was greatest in plots that received both rice straw and FYM each year. Application of FYM along with inorganic fertilizer resulted in a net C sequestration of 0.44 t ha(-1) in the plough layer after 7 years of rice-wheat cropping. Carbon sequestration was greater (1.53 t ha(-1)) when both rice straw and FYM along with inorganic fertilizers were applied annually. It is concluded that addition of rice straw and FYM in rice-wheat system improves soil aggregation and enhances C and N sequestration in macroaggregates. This will help in sustainable rice-wheat productivity in the region.","Benbi, Dinesh K.; Senapati, N.",,87,2010,,,
197547,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,PHYSICAL PROPERTIES OF DYSTROPHIC RED LATOSOL (OXISOL) UNDER DIFFERENT AGRICULTURAL USES,"Obtaining information about soil properties under different agricultural uses to plan soil management is very important with a view to sustainability in the different agricultural systems. The aim of this study was to evaluate changes in certain indicators of the physical quality of a dystrophic Red Latosol (Oxisol) under different agricultural uses. The study was conducted in an agricultural area located in northern Parana State. Dystrophic Red Latosol samples were taken from four sites featuring different types of land use typical of the region: pasture of Brachiaria decumbens (P); sugarcane (CN); annual crops under no-tillage (CAPD); and native forest (permanent conservation area) (control (C)). For each land Use, 20 completely randomized, disturbed and undisturbed soil samples were collected from the 0-20 cm soil layer, to determine soil texture, volume of water-dispersible clay, soil flocculation (FD), particle density, quantity of organic matter (OM), soil bulk density (Ds), soil macroporosity (Ma) and microporosity (Mi), total soil porosity (TSP), mean geometric diameter of soil aggregates (MGD), and penetration resistance (PR). The results showed differences in OM, FD, MGD, Ds, PR, and Ma between the control (soil under forest) and the areas used for agriculture (P, CN and CAPD). The soils of the lowest physical quality were those used for CN and CAPD, although only the former presented a Ma level very close to that representing unfavorable conditions for plant growth. For the purposes of this study, the physical properties studied were found to perform well as indicators of soil quality.","Ribon, Adriana Aparecida; Tavares Filho, Joao; de Cesare Barbosa, Graziela Moraes",,34,2010,,,
197550,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Morpho-structural evaluation of various soils subjected to different use intensity under no-tillage,"According to many evidences, in Argentina, no-tillage (NT) coupled with soybean monoculture leads to adverse soil structure features. While some farmers have simplified the production system through soybean monoculture others have intensified the land-use by increasing the number and diversity in the crop sequence. The effects of this intensification, in terms of soil structural quality, are contradictory, possibly caused by the increase of machinery traffic. In order to assess soil structural quality and the performance of selected morpho-structural variables with different levels of intensification, we analyzed plots under NT with high and low crop sequence intensification (Good -GAP- and Poor -PAP-, agricultural practices respectively) and reference plots in four soils (two Argiudolls, an Haplustoll and an Hapludert) of the Argentinian Pampean region. The morpho-structural variables assessed were Visual Evaluation of Soil Structure at field scale (VESS), visible porosity (Vp), roundness (Rd), eccentricity (Ecc) and 3-D aggregate features (faces, corners and edges). Plots with higher frequency of cereals in the sequence (GAP) presented on average higher VESS scores, higher Vp values and less rounded aggregates with more faces and corners, suggesting that crop sequence intensification induces favorable structural features. VESS, Vp, number of faces and corners were strongly correlated with aggregate stability tests mainly with the fast and fast(10s) test (r: -0.56, -0.74; 0.48, 0.52; 0.46, 0.49 and 0.42, 0.50, respectively) and with the more labile organic carbon fractions -POCc, and POCf-(r: -0.49, -0.5; 0.5, ns; 0.38, 0.48 and 0.31, 0.43, respectively). These observations suggest that the variables examined, concerning aggregates and pores were sensitive to changes in crop sequence and are useful soil quality indicators. However, the occurrence of platy structures also under GAP shows the need to adjust the VESS method to the NT system. Besides, the effect of agricultural intensification on soil morphology was modulated by soil type. In consequence, this last factor has also to be considered for the definition of a quality indicator to track the effect of crop sequences intensification under no-till management. (C) 2017 Elsevier B.V. All rights reserved.","Castiglioni, Mario G.; Duvald, Matias; Galantini, Juan; Kraemer, Filipe Behrends; Morras, Hector; Soria, Marcelo A.",,169,2017,,,
197551,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,"Long-term impacts of high-input annual cropping and unfertilized perennial grass production on soil properties and belowground food webs in Kansas, USA","Soil ecosystem properties and processes which simultaneously maintain native fertility and sustain plant yields are of principal interest in sustainable agriculture. Native prairies in Kansas are relevant in this context, as some have been annually harvested for hay for over 75 years with no fertilization or detectable decline in yield or soil fertility. In contrast, annual crop production has resulted in significant reductions in soil fertility and now requires intensive inputs to maintain yields. Soil food webs were compared between hayed native grasslands and adjacent annual croplands in order to determine the long-term effects of these two production systems on soil ecosystem properties. Soil chemical and physical properties, bacterial and nematode community structure and abundance were measured across five paired sites at six depth intervals to 1 m. Soil organic carbon, total nitrogen, and water stable aggregates were all significantly greater in perennial grasslands than in annual croplands to a depth of 60 cm. Microbial biomass carbon was also greater in grasslands than in croplands, and shifts in delta(13)C indicated greater input of new carbon at lower depths in grasslands relative to annual croplands. Bacterial and nitrogen fixing communities in croplands and grasslands were significantly different in the surface 40 cm and nematode community differences persisted through 1 m. Nematode community indices suggested enhanced fungal decomposition pathways, fewer plant-feeding nematodes, and greater food web complexity and stability in grassland soils than in annual cropland soils. These data indicate that perennial grasslands in Kansas, even when annually harvested for decades, support higher levels of soil fertility and structure and more complex biological communities than annual cropping systems. (C) 2009 Elsevier B.V. All rights reserved.","Buckley, D. H.; Crews, T. E.; Culman, S. W.; DuPont, S. T.; Ferris, H.; Fick, G. W.; Glover, J. D.",,137,2010,,,
197555,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,"Tillage, residue burning and crop rotation alter soil fungal community and water-stable aggregation in arable fields","Soil microbiology is a key factor in soil organic matter decomposition, and nutrient turnover and availability in agricultural soils, which can be markedly influenced by management practices, such as placement of crop residues, tillage and crop rotation. The present field study was designed as long-term experiment in an experimental farm located in the suburb of Shanghai, China, to study the effects of agricultural management practices on community composition of soil fungi and soil structure. Treatments included burning (crop residues burnt vs. not burnt), tillage (tillage vs. no-tillage) and crop rotation (wheat-corn vs. wheat-soybean). The experiment started in June 2001 and soil samples were collected in March, July and November 2003, i.e. 2 years after establishment. Abundance, diversity and species composition of fungi and soil aggregate composition were analyzed. Hypothesis 1 was that abundance, species richness and diversity of soil fungi would increase in treatments with no-tillage, crop residue retention and wheat-legume rotation compared to tillage, burning and wheat-corn rotation, and Hypothesis 2 that size-distribution of stable aggregates would increase with the diversity of soil fungi. A total of 27 species of fungi of 15 genera were isolated. As the Hypothesis 1, overall soil fungal species richness (6.3 +/- 0.4), diversity (2.2 +/- 0.1) and total species number (26) in no-tillage significantly exceeded the species richness (4.4 +/- 0.3), diversity (1.7 +/- 0.1) and total species number (21) in tillage treatments, respectively. However, the effects of tillage depended on soil depth and were most pronounced deeper in soil (10-15 cm soil depth). The Hypothesis 2 was supported by the results: The content of large macro-aggregates (>2000 mu m) (295 +/- 94 g/kg soil) in no-tillage treatments significantly exceeded that (99 +/- 25 g/kg soil) in tillage treatments in 10-15 cm but not in 0-5 cm soil depth, and coincidentally, soil fungal species richness (6.3 +/- 0.5) and diversity (2.3 +/- 0.1) in 10-15 and also the species richness (6.5 +/- 0.5) and diversity (2.3 +/- 0.1) in 5-10 cm in no-tillage treatments significantly exceeded the species richness (4.2 +/- 0.7) and diversity (1.6 +/- 0.3) in 10-15 cm and the species richness (4.3 +/- 0.4) and diversity (1.7 +/- 0.2) in 5-10 cm in tillage treatments, respectively, but the differences were also not in 0-5 cm soil depth. The results suggest that no-tillage favours fungi and that a more diverse fungal community beneficially affects the formation of large soil macro-aggregates. Further, the results indicate that species richness and diversity of cultivable fungi are useful and distinctive parameters reflecting the status and functioning of the soil fungal community. (C) 2010 Elsevier B.V. All rights reserved.","Ke, Xin; Luo, Yongming; Scheu, Stefan; Shen, Jianhua; Wang, Yin; Xu, Jie",,107,2010,,,
197556,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Assessment of soil degradation through soil aggregation and particulate organic matter following conversion of riparian buffer to continuous cultivation,"Agriculture in the temperate zone of the Midwestern USA has removed most riparian buffer zones from the landscape, which impairs the soil functioning of the soil in these ecosystems. The objective of this study was to assess soil degradation in a non-buffered riparian zone with an annual row crop (ARC) and in a longer established (more than 85 years) riparian cool season grass (CSG) buffer in central Iowa, USA. To achieve our objective, we compared the functioning of the target system, ARC, with a system that has been undisturbed since 1990, CSG. We measured the aggregate size distribution and stability of macroaggregrates, aggregate-associated soil organic carbon and particulate organic matter (POM). The categorization of aggregates by size and water stability (slaking resistance) showed a significantly larger (P<0.05) proportion of water-stable macroaggregates (> 250 mu m) under CSG (53%) than under ARC (26.3%). On the other hand, soil under ARC had the larger proportion of large and small water-unstablemacroaggregates. The results indicate that the concentration of organic C associated with the total water-stable aggregates is 1.9 times greater under CSG (23.9 mgC g(-1)) than for the ARC (12.4 mgC g(-1)). The concentration of carbon in light particulate organic matter (LPOM-C) under CSG accounted for 12% of total soil organic carbon (TSOC), but only 6% under ARC management. The chemical composition of LPOM in the ARC soil had a large alkyl-C/O-alkyl C ratio, which suggests more organic matter decomposition than with the CSG. Electronic micrographs showed evidence that under CSG roots and fungal hyphae form an extensive network around the large macroaggregates (> 2000 mu m), and thus maintain the stability of the macroaggregates. Preserving the CSG buffer reduces soil erosion and the processes associated with nonpoint source pollutants, which improves water quality in an intensively managed agricultural system.","Garcia, V. J.; Isenhart, T. M.; Marquez, C. O.; Schultz, R. C.",,68,2017,,,
197557,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Spatial analysis of physical attributes and organic carbon from yellow-red alfissol with sugarcane crop,"Conventional farming uses the soil intensively, modifying its attributes. The goal of this study is to evaluate the spatial variability of some physical attributes and soil organic carbon in red-yellow Anfissol cultivated with sugar cane, using geostatistics. The work was carried out at Maracanau - CE, in area with sugar cane production, managed by conservation tillage practices five years ago, which remained covered with sugarcane straw mulch. Soil samples were taken from 0.00 to 0.20 m de pth, in a mesh, with a regular interval of 10 m, totaling 100 points. For each sample, soil particle density, bulk density, organic carbon, porosity, macro pores, and micro pores were analyzed. The coefficient of variation indicated low variability for soil particles density, bulk density, total and average porosity for the variables of macro-and microporosiy, and organic carbon. The variables analyzed showed spatial dependence, which was observed in kriging maps. The pores distribution by size and total porosity indicate adequate physical conditions, with bulk density values slightly above the level considered suitable for this textural class of soil.","Camacho-Tamayo, Jesus Hernan; Cruz, Joedna Silva; Rocha Matias, Sammy Sidney; Tavares, Rodrigo de Castro; de Assis, Raimundo Nonato, Jr.",,34,2010,,,
197559,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Agricultural valorisation of de-inking paper sludge as organic amendment in different soils,"The objective of this study is to study the influence of de-inking paper sludge (DPS) and sewage sludge (SL) mixtures addition at different rates (2, 4 and 8%) in two soils. Incubation experiments were performed during 60 days and the influence of treatments in physical soil properties was determined by soil porosity and stability of aggregates. Differential thermal analysis (DTA) of amended soils after incubation was performed. Experimental results show that amendment increased biological soil activity, soil porosity and stability of aggregates. DTA analysis shows that the first exothermic peak generally increases with the dosage of DPS:SL due to the addition of immature organic matter. Moreover, the second peak enlarges probably due to the humification process during incubation.","Barriga, Sandra; Camara, Joaquin; Gasco, Gabriel; Guerrero, Francisca; Mendez, Ana",,99,2010,,,
197561,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Nutrient recycling and physical indicators of an alley cropping system in a sandy loam soil in the pre-Amazon region of Brazil,"The sustainable management of soils has proved a key challenge for the smallholder agriculture in southeastern Amazonia, Brazil. We assessed the capacity of an alley cropping system to sustain corn productivity. The experiment included six treatments: Clitoria + Pigeon Pea; Leucaena + Pigeon Pea; Acacia + Pigeon Pea; Clitoria + Leucaena; Leucaena + Acacia and Control treatment (no legumes). We determined chemical and physical indicators of soil quality. Leucaena had the highest macronutrient concentrations (40.17 g N kg(-1)), except for P. All legumes had high Ca (13.82-17.84 g kg(-1)) and very low P (0.51-2.83 g kg(-1)) and Mg (1.73-2.92 g kg(-1)) concentrations. Acacia had the lowest N, P, K and Mg concentrations. Pre-planting soil analysis indicated that soil quality indicators were below the critical levels needed for a productive agricultural system, especially for phosphorus, sum of bases and base saturation. Physical indicators of quality, such as bulk density (1.40-1.30 Mg m(-3)), total porosity (0.46-0.50 m m(-3)) and soil aeration capacity (0.10-0.17 m m(-3)), were substantially improved as a result of the surface application of residues. There was a cumulative effect of residue application on corn crop productivity. Because of its capacity to recycle nutrients and improve soil quality over the period of 3 years, alley cropping in association with no-tillage, can be an efficient strategy for maintaining productivity in the low-fertility soils of the humid tropics.","Bicudo, Silvio Jose; Coelho, Katia Pereira; Ferreira Aguiar, Alana das Chagas; Salgado Costa Sobrinho, Joao Reis; Silva Martins, Alba Leonor; de Moura, Emanoel Gomes",,86,2010,,,
